,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
2889,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,2.600.000,89.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-suramericana-2-banos/12116-M5158520
2890,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,300.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5772545
2891,"Oficina en Arriendo, Centro, Medellín",centro | medellín,19.209.000,674.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-centro-5-banos/20769-M5990518
2892,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.200.000,94.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-1-garajes/687-M4866119
2893,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.200.000,22.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-1-banos-1-garajes/687-M6008044
2894,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.000.000,119.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M4660338
2895,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,168.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M4720847
2896,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.100.000,163.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M4863591
2897,"Casa en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,1.050.000.000,220.0,3,4,4,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-san-lucas-3-habitaciones-4-banos-4-garajes/687-M2129769
2898,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,5.200.000,175.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-2-garajes/12116-M5997971
2899,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.300.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M6047885
2900,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,6.100.000,240.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-5-banos-4-garajes/12116-M4338265
2901,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.800.000,123.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-1-garajes/687-M4975282
2902,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.100.000,60.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-linde-1-banos-1-garajes/687-M4138918
2903,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,3.600.000,160.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-bolivariana-3-banos/12116-M5211989
2904,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,16.500.000,163.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M4863570
2905,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,1.900.000,60.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-1-habitaciones-1-banos/12116-M6003651
2906,"Local Comercial en Arriendo, BELLO, Medellín",bello | medellín,2.600.000,13.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-cabana/20199-M6007822
2907,"Apartamento en Arriendo, EL RODEO ALTO, Medellín",el rodeo altoe | medellín,2.200.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/20035-M6054063
2908,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.200.000,300.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-5-banos-3-garajes/687-M4853457
2909,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.100.000,62.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-1-banos/687-M6064931
2910,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.000.000,180.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-4-habitaciones-4-banos-2-garajes/687-M2662737
2911,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,4.200.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-1-garajes/20769-M5990337
2912,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,4.000.000,115.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M4495400
2913,"Apartaestudio en Arriendo, Laureles, Medellín",laurelese | medellín,6.000.000,57.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-laureles-1-habitaciones-1-banos/20543-M6036964
2914,"Oficina en Arriendo, LA CANDELARIA, Medellín",la candelaria | centro | medellín,8.300.000,160.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-centro-administrativo-4-banos/687-M4480317
2915,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.800.000,89.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5547913
2916,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,3.350.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5597810
2917,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,15.500.000,253.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5493392
2918,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,10.200.000,344.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-2-banos-2-garajes/687-M5943611
2920,"Consultorio en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.420.000,70.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos-1-garajes/687-M5143673
2921,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,4.050.000,91.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M5996036
2922,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.600.000,117.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-3-banos-1-garajes/687-M5764808
2923,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.100.000,67.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-1-habitaciones-1-banos-1-garajes/687-M6005371
2924,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.200.000,100.0,0,1,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-4-garajes/687-M5730243
2925,"Oficina en Arriendo, Transversal Inferior, Medellín",transversal inferior | medellín,31.500.000,420.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-transversal-inferior-4-banos/2214-M5993086
2926,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rio | medellín,6.800.000,32.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-3-banos-1-garajes/11167-M6055031
2927,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,7.000.000,64.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-1-habitaciones-2-banos-1-garajes/19259-M6015095
2928,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,4.600.000,90.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-3-banos-1-garajes/13934-M6010478
2929,"Casa en Arriendo, Poblado Alto Palmas, Medellín",poblado alto palmas | medellín,29.500.000,440.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-3-habitaciones-4-banos-4-garajes/17556-M5214135
2930,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,6.000.000,75.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/11167-M6059885
2931,"Apartamento en Arriendo, Poblado El Tesoro, Medellín",poblado el tesoro | medellín,8.800.000,146.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-el-tesoro-3-habitaciones-4-banos-2-garajes/18597-M6041380
2932,"Oficina en Arriendo, El Poblado, Medellín",el poblado | medellín,9.800.000,125.0,0,3,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-na-3-banos-3-garajes/14894-M5597437
2933,"Apartamento en Arriendo, Provenza, Medellín",provenza | medellín,6.100.000,77.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-2-habitaciones-2-banos-2-garajes/16120-M6050746
2934,"Casa en Arriendo, Laureles Nogal, Medellín",laureles nogal | medellín,6.500.000,300.0,4,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-nogal-4-habitaciones-4-banos-1-garajes/18597-M6040980
2935,"Casa en Arriendo, La Mota, Medellín",la mota | medellín,3.500.000,200.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-4-habitaciones-3-banos-1-garajes/18597-M6041286
2936,"Casa en Arriendo, Laureles, Medellín",laurelese | medellín,3.000.000,70.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-acacias-2-habitaciones-1-banos/18777-M6059621
2940,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.950.000,74.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-1-garajes/687-M4906918
2941,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.900.000,109.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4953586
2942,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,110.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5448679
2943,"Apartamento en Arriendo, Loma De Los Bernal, Medellín",loma de los bernal | medellín,2.500.000,5.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-1-banos-1-garajes/20772-M5993652
2944,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.650.000,220.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M5607582
2945,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.400.000,105.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M4921312
2946,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,21.500.000,280.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-4-banos-4-garajes/687-M5664234
2947,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.450.000,70.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-1-habitaciones-2-banos-1-garajes/687-M6059983
2948,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.700.000,64.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6057743
2949,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,7.300.000,200.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-estadio-3-banos/12116-M5721726
2950,"Bodega en Arriendo, Envigado, Medellín",envigado | medellín,18.000.000,657.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-envigado-5-banos-4-garajes/18975-M6001913
2951,"Apartamento en Arriendo, Bolivariana, Medellín",bolivariana | medellín,3.700.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-1-habitaciones-1-banos-1-garajes/20033-M6067607
2952,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.600.000,52.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/687-M5316800
2953,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.430.000,139.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-2-banos-2-garajes/687-M4891564
2954,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.200.000,189.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M4724072
2955,"Casa en Arriendo, Estadio, Medellín",estadio | medellín,7.000.000,244.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-estadio-4-habitaciones-3-banos-1-garajes/20769-M5990526
2956,"Bodega en Arriendo, Guayabal, Medellín",guayabale | medellín,3.500.000,90.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-1-banos/20384-M5835437
2957,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,16.000.000,115.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-balsos-no.1/687-M4456616
2958,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,9.300.000,335.0,0,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-castellana-4-banos-1-garajes/12116-M6051574
2959,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,2.550.000,65.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-miravalle-3-habitaciones-2-banos/12116-M5671019
2960,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.400.000,82.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/687-M5302895
2961,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.900.000,102.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M5448864
2962,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,37.000.000,0.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-5-habitaciones-5-banos-2-garajes/687-M3990178
2963,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,8.500.000,79.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/20775-M6001609
2964,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.000.000,91.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-balsos-no.1/687-M4456654
2965,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,3.850.000,86.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-2-garajes/687-M5950596
2966,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.000.000,100.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-3-banos-2-garajes/687-M4893823
2967,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.900.000,110.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M3081140
2968,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.700.000,220.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5595769
2969,"Bodega en Arriendo, LA CANDELARIA, Medellín",la candelariae | medellín,17.000.000,460.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-san-diego/687-M4907217
2970,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.700.000,110.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5448690
2971,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.700.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-colombia/687-M4293086
2972,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,13.800.000,134.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M4858437
2973,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,150.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4811304
2974,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M3010234
2975,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,790.000.000,143.0,3,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M2891067
2976,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.000.000,79.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-2-banos-1-garajes/687-M5667913
2977,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.700.000,220.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5596542
2978,"Local Comercial en Arriendo, Poblado Medellin, Medellín",poblado medelline | medellín,44.000.000,487.0,0,4,2,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-santa-maria-de-los-angeles-4-banos-2-garajes/11614-M5605559
2979,"Apartamento en Arriendo, Nuevo Poblado, Medellín",nuevo pobladoe | medellín,12.000.000,170.0,2,4,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-2-habitaciones-4-banos/2214-M6069276
