,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
4708,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,7.800.000,157.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-3-habitaciones-4-banos-2-garajes/687-M5976123
4709,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.950.000,78.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-2-habitaciones-2-banos-1-garajes/687-M5614542
4710,"Casa en Arriendo, Simon Bolivar, Medellín",simon bolivar | medellín,4.000.000,150.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-simon-bolivar-4-habitaciones-2-banos/17287-M6050675
4711,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,9.200.000,157.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-3-habitaciones-4-banos-2-garajes/687-M5976090
4712,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.400.000,106.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-1-garajes/687-M4802011
4713,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,15.400.000,130.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-3-banos-2-garajes/687-M5277483
4714,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.150.000,120.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M5764415
4715,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.700.000,100.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-2-garajes/687-M5088650
4716,"Casa en Arriendo, LAURELES, Medellín",laurelese | medellín,3.000.000,110.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-joaquin-4-habitaciones-3-banos/12116-M5279021
4717,"Bodega en Arriendo, Zona Industrial De Belen, Medellín",zona industrial de belen | medellín,7.000.000,140.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-zona-industrial-de-belen-1-banos/17287-M5953064
4718,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,19.200.000,340.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-lucas-5-banos-4-garajes/687-M4752251
4719,"Apartamento en Arriendo, Velodromo, Medellín",velodromoe | medellín,2.900.000,101.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-florida-nueva-2-habitaciones-2-banos/12653-M5671362
4720,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,29.900.000,909.0,0,4,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-santa-maria-de-los-angeles-4-banos-2-garajes/687-M4368944
4721,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.800.000,62.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado/687-M5144638
4722,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.950.000,68.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M5583252
4723,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.650.000,120.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/687-M5764458
4724,"Apartaestudio en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.950.000,72.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-los-naranjos-1-habitaciones-2-banos-1-garajes/687-M3086734
4725,"Apartaestudio en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.850.000,49.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-astorga-1-habitaciones-1-banos/687-M4893837
4726,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,615.000.000,198.0,4,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-castropol-4-habitaciones-4-banos-3-garajes/687-M1546765
4727,"Apartamento en Arriendo, Santa Lucia, Medellín",santa luciae | medellín,1.700.000,68.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-2-habitaciones-1-banos/11067-M5651433
4728,"Apartamento en Arriendo, Santa Maria De Los Angeles, Medellín",santa maria de los angeles | medellín,5.000.000,130.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-2-garajes/16549-M6070408
4729,"Bodega en Arriendo, El Poblado, Medellín",el poblado | medellín,28.500.000,500.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-patio-bonito-2-banos-2-garajes/12647-M5720348
4730,"Apartamento en Arriendo, Poblado Campestre, Medellín",poblado campestre | medellín,10.000.000,250.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-campestre-3-habitaciones-4-banos-2-garajes/17556-M6008252
4731,"Apartamento en Arriendo, Milla De Oro, Medellín",illa de oroe | medellín,6.623.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-2-banos-1-garajes/4673-M6065360
4732,"Apartamento en Arriendo, CASTROPOL, Medellín",castropole | medellín,4.200.000,97.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-2-banos-1-garajes/16174-M5845765
4733,"Local Comercial en Arriendo, Santa Maria De Los Angeles, Medellín",santa maria de los angeles | medellín,14.000.000,217.0,0,4,2,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-santa-maria-de-los-angeles-4-banos-2-garajes/98-M6034459
4734,"Casa en Arriendo, Laureles, Medellín",laureles | medellín,5.500.000,127.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-3-habitaciones-2-banos/18597-M6041089
4735,"Bodega en Arriendo, GUAYABAL, Medellín",guayabale | medellín,135.320.000,383.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-la-colina/18554-M5625941
4736,"Apartamento en Arriendo, Rodeo Alto, Medellín",rodeo alto | medellín,2.250.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rodeo-alto-3-habitaciones-2-banos-1-garajes/18597-M6041287
4737,"Apartaestudio en Arriendo, Poblado, Medellín",poblado | medellín,2.700.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-poblado-1-habitaciones-1-banos-1-garajes/16120-M6015060
4738,"Apartamento en Arriendo, Fatima, Medellín",fatimae | medellín,2.000.000,35.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-fatima-1-habitaciones-1-banos/18777-M6052715
4742,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,6.650.000,140.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M5810088
4743,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.200.000,60.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5775745
4744,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.800.000,145.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M5698071
4745,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.000.000,242.0,4,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-4-habitaciones-4-banos-3-garajes/687-M4724023
4746,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.150.000,104.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-3-banos-2-garajes/687-M6055838
4747,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.350.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-2-banos-1-garajes/687-M5044169
4748,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.700.000,102.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M4516040
4749,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.000.000,185.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M6059647
4750,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.300.000,166.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-3-banos-1-garajes/687-M5171130
4751,"Local Comercial en Arriendo, Guayabal, Medellín",guayabal | medellín,15.000.000,400.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-guayabal-4-banos/17287-M5977878
4752,"Oficina en Arriendo, ESTADIO, Medellín",estadioe | medellín,4.500.000,85.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-simesa-1-banos/20428-M5840539
4753,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.000.000,145.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado/687-M4442145
4754,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,5.750.000,164.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-4-habitaciones-3-banos/12116-M4926966
4755,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,13.500.000,240.0,4,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-4-banos-3-garajes/687-M5580783
4756,"Apartamento en Arriendo, LA AMERICA, Medellín",la america | medellín,2.950.000,64.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/12116-M5809963
4757,"Bodega en Arriendo, Zona Industrial De Belen, Medellín",zona industrial de belen | medellín,4.200.000,152.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-zona-industrial-de-belen-1-banos/17287-M5949172
4758,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.800.000,198.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M4787339
4759,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.600.000,140.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M4758119
4760,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,4.000.000,105.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5809823
4761,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,6.200.000,117.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5810266
4762,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,4.550.000,135.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-3-banos-1-garajes/12116-M4026618
4763,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,6.500.000,146.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/20765-M6051090
4764,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.500.000,56.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M6036264
4765,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.700.000,33.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-castillo-1-banos-1-garajes/687-M5663084
4766,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.300.000,272.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-3-garajes/687-M4924307
4767,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,6.800.000,117.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5809970
4768,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.750.000,129.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-1-garajes/687-M6055817
4769,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.700.000,400.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-4-garajes/687-M4886249
4770,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.700.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-1-garajes/687-M5708673
4771,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.100.000,127.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-4-banos-2-garajes/687-M4787358
4772,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.500.000,85.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/687-M5203520
4773,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,1.800.000,55.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-rincon-3-habitaciones-2-banos/12116-M6057156
4774,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,106.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/687-M5025575
4775,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.900.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-2-garajes/687-M5718786
4776,"Apartamento en Arriendo, SABANETA, Medellín",sabaneta | medellín,3.150.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-vereda-la-doctora-3-habitaciones-2-banos-1-garajes/687-M5796375
4777,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,25.000.000,800.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-4-garajes/687-M5252632
4778,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.600.000,94.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M4724093
4779,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.700.000,157.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5502137
4780,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rioe | medellín,5.987.680,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-1-banos-1-garajes/4673-M6065339
4781,"Apartamento en Arriendo, Laureles, Medellín",laurelese | medellín,3.400.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/10899-M6010501
4782,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rio | medellín,3.600.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/16549-M6055776
4783,"Apartamento en Arriendo, EL POBLADO LOMA DE LOS PARRA, Medellín",el poblado loma de los parrae | medellín,6.000.000,130.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/16174-M5751947
4784,"Apartamento en Arriendo, Loma Del Indio, Medellín",loma del indio | medellín,2.500.000,78.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-3-habitaciones-2-banos-1-garajes/4673-M5847680
4785,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rio | medellín,3.650.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-2-habitaciones-2-banos-1-garajes/16549-M6055627
4786,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,3.600.000,80.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos/18777-M6031892
4787,"Apartamento en Arriendo, Las Lomas 1, Medellín",las lomas 1 | medellín,6.500.000,137.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-1-3-habitaciones-3-banos-2-garajes/16120-M6051351
4788,"Apartamento en Arriendo, Boston, Medellín",boston | medellín,1.450.000,60.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-boston-2-habitaciones-1-banos-1-garajes/14059-M6037420
4789,"Oficina en Arriendo, Centro, Medellín",centro | centro | medellín,11.900.000,323.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/14894-M5620527
4790,"Apartamento en Arriendo, LOS BALSOS, Medellín",los balsose | medellín,6.500.000,130.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/233-M5704346
4791,"Apartamento en Arriendo, Loma De Los Bernal, Medellín",loma de los bernal | medellín,2.500.000,68.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/18597-M6041097
4795,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.800.000,54.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-florida-1-banos-1-garajes/687-M5535730
4796,"Apartamento en Arriendo, SANTA FE GUAYABAL, Medellín",santa fe guayabale | medellín,2.450.000,5.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-2-habitaciones-2-banos-1-garajes/20613-M6055331
4797,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.100.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-1-habitaciones-1-banos-1-garajes/12116-M5046184
4798,"Oficina en Arriendo, GUAYABAL, Medellín",guayabale | medellín,5.700.000,135.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-cristo-rey-2-banos-1-garajes/12116-M5346475
4799,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.200.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5554235
4800,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.700.000,96.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M4909476
4801,"Casa en Arriendo, BELEN, Medellín",belene | medellín,4.500.000,134.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-4-habitaciones-3-banos-2-garajes/12116-M5560288
4802,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.400.000,90.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-suramericana-2-habitaciones-2-banos-1-garajes/12116-M5692312
4803,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,5.400.000,170.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-4-habitaciones-3-banos-2-garajes/687-M5856543
4804,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,11.900.000,198.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M4787345
4805,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,3.400.000,63.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5823342
4806,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.100.000,74.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M5708795
4807,"Apartamento en Arriendo, ENVIGADO, Medellín",envigado | medellín,2.550.000,75.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-las-brujas-3-habitaciones-2-banos-1-garajes/687-M5662147
4808,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,12.300.000,212.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5259005
4809,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,35.000.000,400.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M4516361
4810,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.000.000,165.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/687-M5433793
4811,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.850.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-2-banos-1-garajes/687-M5773133
4812,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,6.000.000,184.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-4-habitaciones-3-banos-2-garajes/12116-M5976855
4813,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.300.000,166.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-3-banos-1-garajes/687-M5171154
4814,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.950.000,73.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5773036
4815,"Apartamento en Arriendo, LA ALMERIA, Medellín",la almeriae | medellín,1.950.000,42.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-teresita-2-habitaciones-1-banos/20692-M5997671
4816,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.650.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5801503
4817,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.000.000,83.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-2-banos-1-garajes/687-M5947557
4818,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,13.650.000,220.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-3-banos-2-garajes/687-M4620204
4819,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.700.000,89.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5665764
4820,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.300.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/687-M3183921
4821,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.000.000,250.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-3-habitaciones-4-banos-4-garajes/687-M5140666
4822,"Apartamento en Arriendo, LAURELES, Medellín",laureles | medellín,2.950.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M5809876
4823,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.850.000,76.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no3-3-habitaciones-2-banos-1-garajes/687-M6036301
4824,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.900.000,60.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5714182
4825,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.200.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4850841
4826,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,14.300.000,220.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5853813
4827,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.700.000,160.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M6047913
4828,"Apartamento en Arriendo, EL POBLADO LOMA DEL INDIO, Medellín",el poblado loma del indioe | medellín,3.400.000,68.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5350087
4829,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,4.150.000,164.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-4-habitaciones-3-banos/12116-M4927018
