titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.800.000,72.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-2-garajes/687-M5585060
"Oficina en Arriendo, Los Balsos, Medellín",Los Balsos,5.800.000,80.0,0,3,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-3-banos-1-garajes/20772-M5993738
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,10.500.000,230.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-lomas-no.2/687-M4573994
"Bodega en Arriendo, GUAYABAL, Medellín",Guayabal,7.000.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-cristo-rey/687-M5657601
"Apartamento en Arriendo, SAN JULIAN, Medellín",San Juliane | Medellín,5.500.000,100.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M5419887
"Casa en Arriendo, ALEJANDRIA, Medellín",Alejandría,9.000.000,420.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no2-4-habitaciones-5-banos-4-garajes/16174-M6006134
"Casa en Arriendo, SAN LUCAS, Medellín",San Lucas,11.000.000,250.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/16174-M5483329
"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Medellín",Santa María De Los Ángeles,4.000.000,78.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-2-banos-1-garajes/16174-M5655403
"Apartamento en Arriendo, SAN JULIAN, Medellín",San Juliane | Medellín,4.000.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M5586759
"Apartamento en Arriendo, LOS BALSOS NO 1, Medellín",Los Balsos,6.000.000,130.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/16174-M5482809
"Oficina en Arriendo, Loma Del Campestre, Medellín",Loma Del Campestre,2.640.000,33.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-loma-del-campestre-1-banos-1-garajes/16120-M5367274
"Local Comercial en Arriendo, Belen Rosales, Medellín",Belén,13.800.000,400.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-belen-rosales-3-banos/18597-M6041319
"Local Comercial en Arriendo, Centro, Medellín",Centro,1.100.000,2.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-candelaria/18777-M6052985
"Apartamento en Arriendo, La Aguacatala, Medellín",La Aguacatala,3.300.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/14894-M6021948
"Apartamento en Arriendo, Poblado Castropol, Medellín",El Poblado,2.800.000,58.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-castropol-2-habitaciones-2-banos-1-garajes/18597-M6041207
"Apartamento en Arriendo, Poblado Patio Bonito, Medellín",El Poblado,3.200.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-patio-bonito-2-habitaciones-2-banos-1-garajes/18597-M6041282
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,25.000.000,380.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos/687-M2856043
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.000.000,45.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-2-garajes/687-M5203710
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.100.000,43.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-2-banos-1-garajes/687-M4897694
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.650.000,174.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-2-garajes/687-M5474036
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.650.000,64.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/687-M5841055
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,2.950.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5092172
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,11.200.000,112.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-florida/687-M5248949
"Apartamento en Venta y Arriendo, poblado, Medellín",El Poblado,760.000.000,136.0,3,3,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-1-garajes/687-M2182944
"Oficina en Arriendo, GUAYABAL, Medellín",Guayabal,5.700.000,84.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-campo-amor-2-banos-1-garajes/687-M5714492
"Apartamento en Arriendo, BELEN, Medellín",Belén,4.100.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M5799926
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.150.000,100.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-2-garajes/687-M5969574
"Oficina en Arriendo, LAURELES, Medellín",Laureles,14.600.000,413.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-bolivariana-2-banos-2-garajes/12116-M4202451
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.000.000,74.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bolivariana-2-habitaciones-2-banos-1-garajes/12116-M5638616
"Oficina en Arriendo, ENVIGADO, Medellín",Envigado | Medellín,55.000.000,100.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-portal-4-banos-4-garajes/19335-M5997038
"Casa en Arriendo, El Poblado, Medellín",El Poblado,30.000.000,440.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-3-habitaciones-5-banos-4-garajes/19797-M6051693
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.150.000,117.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-2-garajes/687-M4789549
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.200.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-1-garajes/12116-M5799821
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.350.000,72.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5861170
"Apartaestudio en Arriendo, EL POBLADO, Medellín",El Poblado,3.900.000,77.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M4924252
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.400.000,35.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-astorga-1-banos-1-garajes/687-M5794453
"Local Comercial en Arriendo, Centro, Medellín",Centro,9.000.000,135.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-centro-3-banos/20769-M5990485
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana,4.000.000,145.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-3-banos-2-garajes/14273-M5984424
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.400.000,86.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-2-banos-1-garajes/687-M5306819
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.500.000,87.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M5264264
"Bodega en Arriendo, EL POBLADO, Medellín",El Poblado,20.800.000,500.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-colombia/687-M5365627
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.000.000,76.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M4732691
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,2.500.000,42.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-1-habitaciones-1-banos-1-garajes/12116-M5810002
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,43.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-los-balsos-no.2-1-banos-1-garajes/687-M5179620
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,15.150.000,218.0,3,2,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-3-garajes/687-M5414674
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,5.700.000,29.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-altos-del-poblado/687-M4859750
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,40.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-el-poblado-1-banos-1-garajes/687-M5481796
"Local Comercial en Arriendo, BELEN, Medellín",Belén,2.000.000,35.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-rosales/12116-M4689806
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,12.200.000,133.0,0,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-2-banos-4-garajes/687-M4679229
"Casa en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,730.000.000,167.0,4,4,3,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-aguacatala-4-habitaciones-4-banos-3-garajes/687-M2606290
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.200.000,98.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5471467
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.700.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4970937
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,2.900.000,43.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-1-garajes/687-M4660587
"Oficina en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,700.000.000,74.0,0,2,1,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-alejandria-2-banos-1-garajes/687-M1985173
"Apartamento en Arriendo, EL POBLADO PROVENZA, Medellín",El Poblado,15.000.000,450.0,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-5-banos-2-garajes/16174-M5296207
"Casa en Arriendo, LA COLA DEL ZORRO, Medellín",La Cola Del Zorroe | Medellín,16.500.000,425.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-3-garajes/16174-M5624282
"Apartamento en Arriendo, CASTROPOL, Medellín",Castropol,4.000.000,93.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/16174-M6018692
"Apartamento en Arriendo, LAS PALMAS, Medellín",Las Palmas,7.500.000,120.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-urbanizacion-loyola-2-habitaciones-3-banos-1-garajes/16174-M5421476
"Apartamento en Arriendo, CASTROPOL, Medellín",Castropol,5.000.000,130.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/16174-M5976925
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,4.600.000,84.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-1-garajes/16174-M5733989
"Casa en Arriendo, Belen, Medellín",Belén,3.200.000,150.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-4-habitaciones-2-banos/98-M6033491
"Apartamento en Arriendo, Loma De Los Gonzalez, Medellín",Los González,7.700.000,92.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-gonzalez-2-habitaciones-3-banos-2-garajes/16120-M5845971
"Apartamento en Arriendo, Las Palmas, Medellín",Las Palmas,4.000.000,64.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-palmas-2-habitaciones-2-banos-1-garajes/16120-M5701854
"Apartamento en Arriendo, Provenza, Medellín",Provenza,5.500.000,58.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-1-habitaciones-2-banos-1-garajes/16120-M4985061
"Apartaestudio en Arriendo, Provenza, Medellín",Provenza,9.000.000,100.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-provenza-1-habitaciones-2-banos-1-garajes/16120-M5650589
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,4.600.000,125.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-1-garajes/16120-M5281583
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.700.000,33.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-castillo-1-banos-1-garajes/687-M6050677
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.200.000,87.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-2-garajes/12116-M5858482
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.100.000,38.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-1-garajes/687-M2796494
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.600.000,87.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-1-habitaciones-2-banos-1-garajes/687-M5264295
"Oficina en Arriendo, EL POBLADO MANILA, Medellín",El Poblado,4.350.000,57.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/687-M4571627
"Apartaestudio en Arriendo, Conquistadores, Medellín",Conquistadores | Medellín,1.400.000,32.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-conquistadores-2-habitaciones-1-banos/20769-M5990310
"Local Comercial en Arriendo, LAURELES, Medellín",Laureles,2.650.000,33.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-florida-nueva/12116-M4855796
"Local Comercial en Arriendo, Trinidad, Medellín",Trinidad | Medellín,3.900.000,130.0,0,3,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-trinidad-3-banos-1-garajes/20772-M5993649
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,5.600.000,170.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-4-banos-2-garajes/687-M4601367
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,8.700.000,98.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-3-garajes/687-M4815642
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.000.000,33.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-santa-maria-de-los-angeles-1-banos-1-garajes/687-M5358332
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,7.200.000,80.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-1-banos-1-garajes/687-M5664395
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.100.000,85.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M3992633
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,3.500.000,96.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-2-banos-1-garajes/20769-M5990368
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,4.600.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-estadio-3-habitaciones-3-banos-2-garajes/12116-M5575943
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,7.100.000,156.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-castropol-4-habitaciones-4-banos-2-garajes/687-M5471235
"Local Comercial en Arriendo, LAURELES, Medellín",Laureles,1.850.000,18.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-acacias/20692-M6004690
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.300.000,90.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/687-M4636706
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.000.000,50.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-1-garajes/687-M4792400
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.650.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5471552
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,6.300.000,82.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-2-garajes/687-M4897669
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,2.500.000,34.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-1-banos/20769-M5990394
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,20.200.000,120.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-diego/687-M5712502
"Apartamento en Arriendo, Alejandria, Medellín",Alejandría,6.500.000,98.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-3-banos-2-garajes/19797-M6022457
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Río,5.000.000,110.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-2-habitaciones-3-banos-2-garajes/17143-M6043258
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,70.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-1-banos-2-garajes/687-M5975739
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.100.000,125.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-bolivariana-3-habitaciones-2-banos-1-garajes/12116-M4070893
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,98.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5030750
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,6.000.000,40.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-altos-del-poblado/687-M5816914
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.500.000,54.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-diamante-no.2-1-banos-1-garajes/687-M4754640
"Casa en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,395.000.000,120.0,4,3,1,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-asomadera-no.1-4-habitaciones-3-banos-1-garajes/687-M2765573
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,6.300.000,110.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-2-banos/20769-M5990481
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,3.700.000,30.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/687-M5817001
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.150.000,110.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5321258
"Apartamento en Venta y Arriendo, poblado, Medellín",El Poblado,480.000.000,100.0,2,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/687-M2267242
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,450.000.000,74.0,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M1999260
"Apartamento en Arriendo, BELEN, Medellín",Belén,2.650.000,72.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-gloria-3-habitaciones-2-banos/12116-M5046181
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,10.300.000,70.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-naranjos/687-M5591630
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,4.300.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16174-M5845968
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,4.000.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16174-M5575251
"Apartamento en Arriendo, LOMA DE LOS GONZALES, Medellín",Loma De Los Gonzalese | Medellín,9.500.000,170.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/16174-M4537384
"Apartamento en Arriendo, LOS BALSOS NO 2, Medellín",Los Balsos,6.500.000,105.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-2-banos-2-garajes/16174-M5814080
"Apartamento en Arriendo, CASTROPOL, Medellín",Castropol,5.600.000,140.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no2-3-habitaciones-2-banos-2-garajes/16174-M5983653
"Apartamento en Arriendo, SAN JULIAN, Medellín",San Juliane | Medellín,4.700.000,95.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-2-habitaciones-2-banos-2-garajes/16174-M5781751
"Apartamento en Arriendo, Cola Del Zorro, Medellín",Cola Del Zorro | Medellín,4.800.000,70.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-cola-del-zorro-1-habitaciones-2-banos-1-garajes/16120-M6022433
"Apartaestudio en Arriendo, Lalinde, Medellín",Lalinde,4.500.000,48.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-lalinde-1-habitaciones-1-banos-1-garajes/16120-M5807956
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,120.0,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-4-banos-2-garajes/233-M6030746
"Apartamento en Arriendo, Santa Maria De Los Angeles, Medellín",Santa María De Los Ángeles,6.200.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/16120-M5839552
"Oficina en Arriendo, Alto De Las Palmas, Medellín",Las Palmas,40.000.000,376.0,0,3,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alto-de-las-palmas-3-banos-4-garajes/18597-M6041042
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,4.000.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/18597-M6041011
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,18.500.000,170.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-5-habitaciones-5-banos-2-garajes/687-M5631091
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.400.000,84.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-1-garajes/687-M4960695
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.500.000,120.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-4-banos-2-garajes/687-M2041990
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,2.800.000,43.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-simesa-1-banos-1-garajes/687-M2678375
"Oficina en Arriendo, LAURELES, Medellín",Laureles,3.700.000,70.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-castellana-1-banos/687-M4559291
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,64.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M4784751
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.000.000,200.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5516731
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,8.000.000,105.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-3-garajes/687-M5009493
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.800.000,70.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-1-habitaciones-2-banos-2-garajes/687-M4710993
"Casa en Arriendo, BELEN, Medellín",Belén,2.400.000,150.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-gloria-4-habitaciones-2-banos/12116-M5575550
"Local Comercial en Arriendo, LAURELES, Medellín",Laureles,2.900.000,40.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-florida-nueva/12116-M4868156
