titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,14.500.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-3-garajes/687-M5686180
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.200.000,69.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5592069
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.800.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-1-garajes/687-M5262182
"Local Comercial en Arriendo, La America, Medellín",La América,18.000.000,300.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-america-1-banos/17287-M5771074
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.350.000,79.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-2-habitaciones-3-banos-1-garajes/687-M5632618
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,22.000.000,430.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-tesoro-5-banos-4-garajes/687-M4557084
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.200.000,115.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M3588512
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.650.000,79.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-3-banos-2-garajes/687-M5173310
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,2.500.000,53.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5630319
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.500.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5805302
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,6.100.000,65.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-1-banos-1-garajes/687-M5861265
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.750.000,82.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M4824823
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.500.000,140.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M4986871
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.200.000,100.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M4516114
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.600.000,72.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4349781
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.100.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5019503
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,10.500.000,108.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos/687-M4830447
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,14.000.000,434.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-colombia-5-banos/687-M5020184
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.950.000,58.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5852502
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.000.000,45.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-1-garajes/687-M5045844
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.500.000,78.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5088961
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.800.000,55.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M5030707
"Apartamento en Venta y Arriendo, poblado, Medellín",El Poblado,530.000.000,147.0,3,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M2468885
"Bodega en Arriendo, La America, Medellín",La América,15.000.000,290.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-la-america-2-banos/12653-M4704371
"Oficina en Arriendo, GUAYABAL, Medellín",Guayabal,37.500.000,745.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-aeroparque-juan-pablo-ii-4-banos-4-garajes/687-M3357488
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.250.000,106.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/687-M5028733
"Oficina en Arriendo, LOS CONQUISTADORES, Medellín",Conquistadores,28.000.000,330.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-5-banos/12116-M4519467
"Apartamento en Arriendo, SAN LUCAS, Medellín",San Lucas,5.700.000,135.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/16174-M5363096
"Casa en Arriendo, SAN LUCAS, Medellín",San Lucas,18.000.000,340.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-3-habitaciones-4-banos-4-garajes/16174-M5990608
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,3.000.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-shellmar-2-habitaciones-2-banos-1-garajes/16174-M5399884
"Apartamento en Arriendo, LAS SANTAS, Medellín",Las Santase | Medellín,8.500.000,170.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-2-garajes/16174-M5819339
"Apartamento en Arriendo, CALASANZ, Medellín",Calasanz,2.700.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-parte-alta-2-habitaciones-2-banos-1-garajes/16174-M5683791
"Apartamento en Arriendo, LOS BALSOS NO 2, Medellín",Los Balsos,4.200.000,96.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-1-garajes/16174-M5672226
"Oficina en Arriendo, Poblado Manila, Medellín",El Poblado,7.500.000,85.0,0,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-poblado-manila-3-banos-2-garajes/18597-M6041113
"Apartamento en Arriendo, Prado, Medellín",Prado,2.300.000,65.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-prado-3-habitaciones-2-banos-1-garajes/18597-M6041034
"Apartamento en Arriendo, Castropol, Medellín",Castropol,3.400.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/18597-M6041323
"Oficina en Arriendo, Campo Amor, Medellín",Campo Amore | Medellín,5.500.000,80.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-campo-amor-2-banos/18714-M5709840
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,3.600.000,49.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-1-habitaciones-1-banos-1-garajes/16120-M5280734
"Apartamento en Arriendo, Pilarica, Medellín",Pilarica | Medellín,2.000.000,70.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-pilarica-3-habitaciones-2-banos/18597-M6040944
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.650.000,103.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M5635526
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,13.000.000,175.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-linde-2-banos/687-M3648039
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.400.000,60.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-2-banos-1-garajes/687-M3917357
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,2.850.000,62.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-1-habitaciones-1-banos-1-garajes/12116-M5477136
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.800.000,93.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M5251776
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.500.000,60.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/687-M5039859
"Local Comercial en Arriendo, Manila, Medellín",Anilae | Medellín,28.000.000,500.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-simesa-3-banos/17287-M5642733
"Apartamento en Arriendo, BELEN LA PALMA, Medellín",Belén,4.200.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-3-habitaciones-2-banos-1-garajes/12116-M5690662
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,4.000.000,60.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-diego/687-M6044810
"Apartamento en Arriendo, Belen Los Alpes, Medellín",Belén,3.200.000,146.0,5,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-los-alpes-5-habitaciones-3-banos/20384-M5989268
"Bodega en Arriendo, BELEN, Medellín",Belén,3.600.000,150.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-fatima/687-M4840991
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,3.900.000,76.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-2-habitaciones-2-banos-1-garajes/12116-M4870277
"Oficina en Arriendo, El Poblado, Medellín",El Poblado,6.450.000,72.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-1-banos-2-garajes/19797-M6051516
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.500.000,60.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/687-M5039866
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.750.000,95.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/687-M4555107
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.400.000,85.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M4156266
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,11.000.000,250.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-5-banos/687-M5418263
"Bodega en Arriendo, GUAYABAL, Medellín",Guayabal,18.500.000,280.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-trinidad/687-M5946336
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,45.000.000,650.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-santa-maria-de-los-angeles-5-banos-4-garajes/687-M3186066
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.950.000,125.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5744356
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.000.000,80.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M5583063
"Local Comercial en Arriendo, El Poblado, Medellín",El Poblado,5.355.000,68.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado-1-banos/20769-M5992962
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,11.000.000,250.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-5-banos/687-M5418222
"Oficina en Arriendo, LAURELES, Medellín",Laureles,8.300.000,300.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-castellana-5-banos/12116-M4029068
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.400.000,88.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-3-banos-2-garajes/687-M4815346
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.450.000,105.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-3-banos-1-garajes/687-M5528741
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.200.000,75.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.1-2-habitaciones-2-banos-1-garajes/687-M5744404
"Local Comercial en Arriendo, Suramericana, Medellín",Suramericana,4.000.000,45.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-suramericana-1-banos/17287-M5760018
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.650.000,60.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-astorga-1-habitaciones-2-banos-1-garajes/687-M5744341
"Apartamento en Arriendo, San Javier, Medellín",San Javier | Medellín,1.050.000,50.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-javier-2-habitaciones-1-banos/20384-M5990784
"Apartamento en Arriendo, LA AMERICA, Medellín",La América,2.350.000,38.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-teresita-1-habitaciones-1-banos-1-garajes/12116-M5851522
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.350.000,71.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M5642479
"Apartaestudio en Arriendo, EL POBLADO, Medellín",El Poblado,5.000.000,42.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-la-florida-1-habitaciones-1-banos/687-M3341156
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,110.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-3-habitaciones-2-banos-1-garajes/687-M5847855
"Local Comercial en Arriendo, El Poblado, Medellín",El Poblado,4.349.450,58.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado-1-banos/20769-M5991040
"Oficina en Arriendo, El Poblado, Medellín",El Poblado,5.500.000,49.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-1-banos-1-garajes/20769-M5990342
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.650.000,49.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-1-banos-1-garajes/687-M5205038
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.600.000,64.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M4784790
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,3.600.000,75.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/16174-M5945830
"Apartamento en Arriendo, LOMA DEL INDIO, Medellín",Loma Del Indio,3.950.000,68.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/16174-M5718045
"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Medellín",Santa María De Los Ángeles,6.800.000,95.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-3-banos-2-garajes/16174-M6010574
"Apartamento en Arriendo, LA FRONTERA, Medellín",La Frontera,16.500.000,215.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-urbanizacion-villa-linda-4-habitaciones-4-banos-2-garajes/16174-M5681138
"Apartamento en Arriendo, ALTO DE LAS PALMAS, Medellín",Las Palmas,13.000.000,310.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-4-banos-2-garajes/16174-M5579089
"Apartamento en Arriendo, EL TESORO, Medellín",El Tesoro,11.000.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-4-banos-3-garajes/16174-M5629982
"Oficina en Arriendo, LAS PLAYAS, Medellín",Las Playas,739.000,30.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-3-banos/532-M5756580
"Local Comercial en Arriendo, San Diego, Medellín",San Diego,2.200.000,40.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-diego-1-banos/16120-M5813552
"Apartamento en Arriendo, Santa Maria De Los Angeles, Medellín",Santa María De Los Ángeles,5.000.000,110.0,1,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-3-banos-1-garajes/98-M6033142
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,3.700.000,85.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/18597-M6041198
"Oficina en Arriendo, LAS PLAYAS, Medellín",Las Playas,3.759.000,75.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-3-banos/532-M5756666
"Oficina en Arriendo, LAS PLAYAS, Medellín",Las Playas,7.999.000,110.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-3-banos/532-M5756670
"Local Comercial en Arriendo, LAS PALMAS, Medellín",Las Palmas,4.500.000,45.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-castropol/20364-M5857016
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.150.000,88.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-3-banos-1-garajes/687-M5252671
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,7.800.000,95.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-colombia/687-M4350092
"Bodega en Arriendo, GUAYABAL, Medellín",Guayabal,13.000.000,200.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-cristo-rey/687-M5657580
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,4.200.000,78.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4780090
"Apartamento en Arriendo, BELEN, Medellín",Belén,1.760.000,58.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-2-habitaciones-1-banos/12116-M5765786
"Apartamento en Arriendo, GUAYABAL, Medellín",Guayabal,3.000.000,65.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-2-habitaciones-1-banos-1-garajes/12116-M4909449
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,25.000.000,220.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-el-tesoro-4-banos/687-M5861257
"Local Comercial en Arriendo, EL POBLADO, Medellín",El Poblado,8.800.000,50.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-simesa/687-M4535271
